RU	EN	LEN	ROW	TIME
	he's gonna hire some guns and push back.	40	1196	01:16:14b
	Line.	05	1197	01:16:14c
	Line, line, line.	17	1198	01:16:14d
	Maybe he already has.	21	1199	01:16:20a
	Maybe...	08	1200	01:16:20b
	Goddamn it.	11	1201	01:16:21a
	I fucked this whole thing up.	29	1202	01:16:23a
	Keep going.	11	1203	01:16:24a
	I fucked this up.	17	1204	01:16:24b
	Fight through it.	17	1205	01:16:26a
	Can we just go back?	20	1206	01:16:26b
	Please, can we just cut?	24	1207	01:16:28a
	Just say the fucking line.	26	1208	01:16:30a
	No, really, Sam, please.	24	1209	01:16:31a
	Maybe he already has.	21	1210	01:16:31b
	All right.	10	1211	01:16:33a
	Maybe he already has.	21	1212	01:16:33b
	All right, goddamn it.	22	1213	01:16:35a
	All right, all right.	21	1214	01:16:36a
	Woo.	04	1215	01:16:38a
	You're a goddamn outlaw, Rick.	30	1216	01:16:38b
	Come on, now.	13	1217	01:16:40a
	Woo.	04	1218	01:16:42a
	I got it.	09	1219	01:16:42b
	Go back a bit, would you?	25	1220	01:16:46a
	No, he's right.	15	1221	01:16:46b
	Back to one.	12	1222	01:16:49a
	Okay, now, use all that, baby.	30	1223	01:16:49b
	I'm gonna use it.	17	1224	01:16:51a
	Put it all inside.	18	1225	01:16:54a
	I'm gonna use it.	17	1226	01:16:59a
	action.	07	1227	01:17:03a
	I heard you're pushing Lancer pretty hard,	42	1228	01:17:09a
	but Lancer's got money.	23	1229	01:17:09b
	At some point,	14	1230	01:17:19a
	he's gonna hire some guns and push back.	40	1231	01:17:19b
	Maybe he already has.	21	1232	01:17:22a
	Maybe.	06	1233	01:17:27a
	Maybe I don't like Lancer.	26	1234	01:17:30a
	Maybe I don't like his boots.	29	1235	01:17:33a
	Maybe I don't like the way he uses those boots to step on people.	65	1236	01:17:42a
	What the fuck was that?.	24	1237	01:17:44a
	Jesus Christ.	13	1238	01:17:46a
	Fuck.	05	1239	01:17:48a
	Piece of shit.	14	1240	01:17:50a
	Fucking damn it, Rick, I swear to God.	38	1241	01:17:52a
	Forgot your fucking lines,	26	1242	01:17:57a
	embarrassed yourself like that in front of all those goddamn people.	68	1243	01:17:57b
	You were drinking all night,	28	1244	01:18:03a
	fucking drinking again,	23	1245	01:18:03b
	eight goddamn fucking whiskey sours.	36	1246	01:18:03c
	Fucking bullshit.	17	1247	01:18:08a
	You're a fucking miserable drunk.	33	1248	01:18:10a
	Not fucking remembering your fucking lines.	43	1249	01:18:13a
	I practiced them,	17	1250	01:18:17a
	and now I don't look like I goddamn practiced them.	51	1251	01:18:17b
	You're sitting there like a fucking baboon.	43	1252	01:18:21a
	Fuck.	05	1253	01:18:21b
	Eight fucking whiskey sours.	28	1254	01:18:23a
	I couldn't stop at fucking three or four.	41	1255	01:18:23b
	I have eight.	13	1256	01:18:26a
	Why?.	05	1257	01:18:26b
	You're a fucking alcoholic.	27	1258	01:18:28a
	You fucking drink too much, huh?	32	1259	01:18:29a
	Every fucking night.	20	1260	01:18:29b
	That's it, that's fucking it.	29	1261	01:18:34a
	That's fucking it.	18	1262	01:18:35a
	You stop drinking right now, all right?	39	1263	01:18:37a
	Make a promise to yourself.	27	1264	01:18:39a
	You're gonna stop fucking drinking.	35	1265	01:18:41a
	Fuck it.	08	1266	01:18:46a
	Damn it.	08	1267	01:18:48a
	You show that little fucking girl.	34	1268	01:18:50a
	You're gonna show that goddamn Jim Stacy.	41	1269	01:18:52a
	You're gonna show them on that goddamn fucking set who the fuck Rick Dalton is, all right?	90	1270	01:18:56a
	Let me tell you something.	26	1271	01:18:58a
	You don't get these lines right,	32	1272	01:19:04a
	I'm gonna blow your fucking brains out tonight.	47	1273	01:19:04b
	All right?	10	1274	01:19:04c
	Your brains are gonna be splattered all over your goddamn pool.	63	1275	01:19:09a
	I mean it, motherfucker.	24	1276	01:19:11a
	Get your shit together.	23	1277	01:20:18a
	Better?	07	1278	01:20:18b
	Okay.	05	1279	01:20:18c
	It's great.	11	1280	01:21:46a
	Hey.	04	1281	01:21:48a
	Hi.	03	1282	01:21:53a
	Huh.	04	1283	01:21:54a
	Woo.	04	1284	01:21:56a
	Shit.	05	1285	01:22:04a
	Fuck you, you fucking pig.	26	1286	01:22:07a
	No.	03	1287	01:22:24a
	Hello, hot stuff.	17	1288	01:22:25a
	Looks like third time's the charm.	34	1289	01:22:28a
	How were those pickles?	23	1290	01:22:33a
	Real good.	10	1291	01:22:35a
	They were the fancy kind.	25	1292	01:22:36a
	Mmm.	04	1293	01:22:36b
	Give me a lift?	15	1294	01:22:41a
	Where are you going?	20	1295	01:22:43a
	I'm going to Chatsworth.	24	1296	01:22:46a
	Chatsworth?	11	1297	01:22:48a
	You hitch up and down Burbank Boulevard all day till someone says they'll drive you to Chatsworth?	98	1298	01:22:53a
	Tourists love to drive me.	26	1299	01:22:55a
	I'm their favorite part of their I.A.	37	1300	01:22:55b
	vacation.	09	1301	01:22:57a
	They'll be telling stories about the Hollywood hippie girl that they gave a ride to the movie ranch for the rest of their lives.	128	1302	01:23:05a
	Wait, Spahn Movie Ranch?	24	1303	01:23:08a
	Yeah.	05	1304	01:23:08b
	That's where you're going?	26	1305	01:23:09a
	Spahn Movie Ranch?	18	1306	01:23:10a
	Uh-huh.	07	1307	01:23:11a
	Why you going there?	20	1308	01:23:13a
	I live there.	13	1309	01:23:15a
	Alone?	06	1310	01:23:15b
	No.	03	1311	01:23:18a
	Me and my friends.	18	1312	01:23:20a
	So you and a bunch of friends like you all live at Spahn Movie Ranch?	69	1313	01:23:26a
	Yeah.	05	1314	01:23:29a
	Well, hop in.	13	1315	01:23:29b
	I'll take you there.	20	1316	01:23:32a
	Great.	06	1317	01:23:43a
	Go down here and get on the Hollywood Freeway.	46	1318	01:23:45a
	I know where it is.	19	1319	01:23:48a
	Are you some old cowboy guy that used to make movies there?	59	1320	01:23:52a
	Whoa.	05	1321	01:23:53a
	What?	05	1322	01:23:55a
	I'm just surprised how accurate that description of me really is.	65	1323	01:23:58a
	Some old cowboy guy that used to shoot movies at Spahn Ranch.	61	1324	01:24:02a
	So you used to make Westerns at the ranch back in the old-timey days?	69	1325	01:24:10a
	Well, if by the old-timey days,	31	1326	01:24:16a
	you mean television eight years ago, yeah.	42	1327	01:24:16b
	Are you an actor?	17	1328	01:24:17a
	No, I'm a stuntman.	19	1329	01:24:20a
	You're a stuntman.	18	1330	01:24:23a
	That's way better.	18	1331	01:24:25a
	Why is that way better?	23	1332	01:24:28a
	Actors are phony.	17	1333	01:24:28b
	Oh.	03	1334	01:24:30a
	They just say lines that other people write and pretend to murder people on their stupid TV shows.	98	1335	01:24:36a
	Meanwhile, real people are being murdered every day in Vietnam.	63	1336	01:25:02a
	Want me to suck your cock while driving?	40	1337	01:25:13a
	How old are you?	16	1338	01:25:15a
	What?	05	1339	01:25:16a
	How old are you?	16	1340	01:25:20a
	Man.	04	1341	01:25:23a
	That's the first time anybody asked that in a long time.	56	1342	01:25:26a
	What's the answer?	18	1343	01:25:30a
	Okay.	05	1344	01:25:30b
	We gonna play kiddie games?	27	1345	01:25:35a
	Eighteen.	09	1346	01:25:35b
	Feel better?	12	1347	01:25:37a
	You got some ID,	16	1348	01:25:42a
	you know, like a driver's license or something?	47	1349	01:25:42b
	Are you joking?	15	1350	01:25:42c
	No, I'm not.	12	1351	01:25:44a
	I need to see something official that verifies that you're 18,	62	1352	01:25:54a
	which you don't have because you're not.	40	1353	01:25:54b
	Talk about a bring-down bummer, dude.	37	1354	01:25:57a
	That's you.	11	1355	01:25:58a
	Yeah.	05	1356	01:26:04a
	Obviously, I'm not too young to fuck you.	41	1357	01:26:08a
	But obviously, you are too old to fuck me.	42	1358	01:26:11a
	What I'm too old to do is go to jail for poontang.	50	1359	01:26:17a
	Prison's been trying to get me all my life.	43	1360	01:26:19a
	It ain't got me yet.	20	1361	01:26:19b
	The day it does, it won't be because of you.	44	1362	01:26:24a
	No offense.	11	1363	01:26:28a
	You all right?	14	1364	01:26:30a
	She's just fine, ain't you, shorty?	35	1365	01:26:32a
	I'm fine, Scott.	16	1366	01:26:34a
	They haven't hurt you?	22	1367	01:26:36a
	Camera's ready, Mr. Dalton.	27	1368	01:26:39a
	I'll be right out.	18	1369	01:26:42a
	The war.	08	1370	01:26:44a
	I rode with the British cavalry in Indi...	42	1371	01:27:39a
	Stand by, guys.	15	1372	01:27:39b
	We're going in five.	20	1373	01:27:57a
	Lancer's boys are here.	23	1374	01:28:00a
	The old man here?	17	1375	01:28:02a
	Nada.	05	1376	01:28:03a
	But the son is.	15	1377	01:28:07a
	Heh, heh.	09	1378	01:28:09a
	The one from Boston.	20	1379	01:28:12a
	I don't know.	13	1380	01:28:14a
	You from Boston?	16	1381	01:28:15a
	Yes.	04	1382	01:28:16a
	It's the Boston one.	20	1383	01:28:20a
	Keep the others outside.	24	1384	01:28:23a
	Let the brother come in.	24	1385	01:28:26a
	You heard him, Boston.	22	1386	01:28:36a
	Come on in, Boston.	19	1387	01:28:40a
	See, honey?	11	1388	01:28:41a
	I told you they'd come to parlay.	33	1389	01:28:45a
	You all right, honey?	21	1390	01:28:46a
	She's just fine.	16	1391	01:28:49a
	Ain't you, shorty?	18	1392	01:28:52a
	I'm fine, Scott.	16	1393	01:28:54a
	They haven't hurt you?	22	1394	01:28:56a
	Not yet, I ain't.	17	1395	01:28:58a
	But that can all change...	26	1396	01:29:01a
	like that.	10	1397	01:29:08a
	where'd you get that limp?	26	1398	01:29:11a
	From the war.	13	1399	01:29:11b
	Mm.	03	1400	01:29:13a
	Which side?	11	1401	01:29:15a
	I rode with the British cavalry in India.	41	1402	01:29:19a
	Mm.	03	1403	01:29:20a
	What'd they call that outfit?	29	1404	01:29:23a
	Bengal Lancers.	15	1405	01:29:28a
	Now, now, now, that is funny.	29	1406	01:29:30a
	That is funny.	14	1407	01:29:30b
	That's not so funny.	20	1408	01:29:33a
	Don't you get it?	17	1409	01:29:34a
	Bengal Lancer?	14	1410	01:29:36a
	Hm?	03	1411	01:29:38a
	Yeah.	05	1412	01:29:39a
	I get it now.	13	1413	01:29:41a
	That is kind of funny.	22	1414	01:29:41b
	It is.	06	1415	01:29:44a
	You do know kidnapping is a hanging offense.	44	1416	01:29:48a
	So is blowing the heads off little girls.	41	1417	01:29:52a
	But they can only hang me once, right?	38	1418	01:29:58a
	you come down here for a...	27	1419	01:30:00a
	For a Boston social?	20	1420	01:30:03a
	Or we gonna talk price?	23	1421	01:30:03b
	How much?	09	1422	01:30:05a
	I'd say $50, 000 would buy me a whole lot of chicken mole in Mexico.	68	1423	01:30:13a
	That's a lot of money.	22	1424	01:30:15a
	Well, she's a lot of little girl.	33	1425	01:30:17a
	Or don't you agree?	19	1426	01:30:19a
	I agree.	08	1427	01:30:22a
	So, what's next?	16	1428	01:30:24a
	Well, I'll send one of my boys out to your ranch to fill you in on all the details,	83	1429	01:30:31a
	the one detail I'm gonna fill you in on right now is this.	58	1430	01:30:36a
	I don't want no beaner bronco buster handing me that $50, 000.	62	1431	01:30:41a
	I want the old man himself.	27	1432	01:30:44a
	Murdoch Lancer puts $50,000 in my lap...	40	1433	01:30:50a
	or I heave this little pitcher down a well.	43	1434	01:30:53a
	You got that, Boston?	21	1435	01:30:56a
	Huh?	04	1436	01:30:57a
	Yeah.	05	1437	01:30:59a
	All right, messenger boy.	25	1438	01:31:03a
	Deliver my message.	19	1439	01:31:11a
	Give me evil, sexy Hamlet.	26	1440	01:31:15a
	Settle into it.	15	1441	01:31:17a
	Enjoy it.	09	1442	01:31:19a
	And cut.	08	1443	01:31:22a
	Boy.	04	1444	01:31:24a
	I didn't hurt you there,	24	1445	01:31:25a
	Marabella, with that throw, did I?	34	1446	01:31:25b
	No, no, no.	11	1447	01:31:25c
	I'm good.	09	1448	01:31:28a
	I got pads on.	14	1449	01:31:30a
	And I throw myself on the floor just for fun,	45	1450	01:31:35a
	even when I'm not getting paid.	31	1451	01:31:35b
	The gate's clean.	17	1452	01:31:36a
	Rick, Rick, Rick.	17	1453	01:31:39a
	Put her there.	14	1454	01:31:40a
	That was it.	12	1455	01:31:40b
	Really?	07	1456	01:31:42a
	That was absolutely fantastic.	30	1457	01:31:43a
	Thank you.	10	1458	01:31:43b
	I loved it.	11	1459	01:31:45a
	Your idea about throwing the little girl on the ground just worked like a charm.	80	1460	01:31:49a
	I figured you said Shakespeare, so...	37	1461	01:31:49b
	Yeah.	05	1462	01:31:51a
	That's right.	13	1463	01:31:51b
	That was...	11	1464	01:31:52a
	That's what I mean by scare me.	31	1465	01:31:54a
	Yeah.	05	1466	01:31:54b
	Evil Hamlet scares people.	26	1467	01:31:57a
	All right.	10	1468	01:31:57b
	And by the way...	17	1469	01:31:59a
	Beaner bronco buster?	21	1470	01:31:59b
	Yeah.	05	1471	01:32:01a
	Where the hell did that come from?	34	1472	01:32:03a
	I don't know.	13	1473	01:32:03b
	Improv.	07	1474	01:32:03c
	That was wonderful.	19	1475	01:32:05a
	It was just...	14	1476	01:32:05b
	That was a triple alliterative improv.	38	1477	01:32:09a
	You don't hear those too often.	31	1478	01:32:10a
	Okay?	05	1479	01:32:10b
	We're good.	11	1480	01:32:10c
	All right.	10	1481	01:32:10d
	We don't...?	12	1482	01:32:12a
	Don't need to go again?	23	1483	01:32:12b
	We're done.	11	1484	01:32:14a
	That was fantastic.	19	1485	01:32:14b
	All right.	10	1486	01:32:16a
	Okay, moving on.	16	1487	01:32:16b
	We're in the bordello.	22	1488	01:32:18a
	Next setup.	11	1489	01:32:23a
	That was the best acting I've ever seen in my whole life.	57	1490	01:32:28a
	Thank you.	10	1491	01:32:29a
	Heh.	04	1492	01:32:47a
	Rick fucking Dalton.	20	1493	01:33:02a
	That's a car.	13	1494	01:33:05a
	That's a strange car.	21	1495	01:33:07a
	Snake, go see who's outside.	28	1496	01:33:22a
	So who is it?	13	1497	01:33:24a
	I ain't for sure yet.	21	1498	01:33:26a
	It's a bitchen yellow Coupe de Ville.	37	1499	01:33:28a
	Keep an eye on him.	19	1500	01:34:19a
	Come on.	08	1501	01:34:37a
	Where the hell is everybody?	28	1502	01:34:48a
	Hey, where's Gypsy?	19	1503	01:34:50a
	She's down by the chop shop.	28	1504	01:34:58a
	Hey.	04	1505	01:34:58b
	Hello.	06	1506	01:35:01a
	Gypsy.	06	1507	01:35:01b
	I want you to come meet my new friend.	38	1508	01:35:04a
	Some old-looking dude in a Hawaiian shirt who just gave Pussycat a ride home.	77	1509	01:35:08a
	He just gave her a lift?	24	1510	01:35:10a
	Nope.	05	1511	01:35:10b
	She's bringing him down the ranch to meet everybody.	52	1512	01:35:14a
	Stay by the door.	17	1513	01:35:14b
	Tell me if he starts coming this way.	37	1514	01:35:19a
	Welcome to our community.	25	1515	01:35:19b
	Thanks for having me.	21	1516	01:35:21a
	Thank you for giving our precious Pussy a ride home.	52	1517	01:35:24a
	Think nothing of it.	20	1518	01:35:25a
	We love Pussy.	14	1519	01:35:27a
	Yes, we do.	11	1520	01:35:28a
	Hey, where is everybody?	24	1521	01:35:28b
	Where's the children?	21	1522	01:35:30a
	Everybody left for Santa Barbara.	33	1523	01:35:33a
	Really?	07	1524	01:35:35a
	Charlie's gone?	15	1525	01:35:35b
	Everybody left?	15	1526	01:35:37a
	Well, not everybody everybody,	30	1527	01:35:43a
	but mostly everybody.	21	1528	01:35:43b
	Drag.	05	1529	01:35:45a
	I really wanted Cliff to meet Charlie.	38	1530	01:35:48a
	I think Charlie's really gonna dig you.	39	1531	01:35:50a
	Angel, hold up.	15	1532	01:35:50b
	Well, maybe next time.	22	1533	01:35:53a
	Yeah, you got to come back.	27	1534	01:35:55a
	Yeah?	05	1535	01:35:55b
	Yeah, sure.	11	1536	01:35:59a
	So how's it all comparing to your glory days?	45	1537	01:36:02a
	Well, things have changed.	26	1538	01:36:07a
	Not a bad mount, Connie.	24	1539	01:36:09a
	I used to ride horses every day back in Tennessee.	50	1540	01:36:12a
	Is that right?	14	1541	01:36:12b
	Every day?	10	1542	01:36:14a
	Well, every week.	17	1543	01:36:16a
	All right.	10	1544	01:36:18a
	Ain't she just darling?	23	1545	01:36:23a
	So, my name is Lulu.	20	1546	01:36:26a
	This is Tex.	12	1547	01:36:28a
	We're gonna be leading you on a great trail ride through the beautiful Santa Susana canyons.	92	1548	01:36:33a
	Now, Curt, I hear you're already an experienced rider.	54	1549	01:36:36a
	Yes.	04	1550	01:36:36b
	Yeah, so are you, Connie?	25	1551	01:36:39a
	Yes, I am.	10	1552	01:36:39b
	Hey, Tex?	09	1553	01:36:39c
	Come here.	10	1554	01:36:41a
	So, if you're both experienced riders,	38	1555	01:36:47a
	I guess we'll just make this ride about having fun.	51	1556	01:36:47b
	You ready to have some fun?	27	1557	01:36:48a
	So Pussycat brought back some guy with her.	43	1558	01:36:51a
	Gypsy wants you to go give him a look-see.	42	1559	01:36:53a
	Yeah.	05	1560	01:36:53b
	Sure thing.	11	1561	01:37:14a
	And here's someone you absolutely have to meet.	47	1562	01:37:17a
	One of our most favorite sons.	30	1563	01:37:19a
	Tex, come on over here and say hi to Cliff.	43	1564	01:37:22a
	Howdy, Cliff.	13	1565	01:37:22b
	Tex.	04	1566	01:37:24a
	What part of Texas you from?	28	1567	01:37:24b
	A place you never heard of.	27	1568	01:37:28a
	Copeville.	10	1569	01:37:29a
	Ever been to Houston?	21	1570	01:37:31a
	Course I have.	14	1571	01:37:33a
	Yeah, I spent two weeks once on a Houston chain gang.	53	1572	01:37:35a
	In August, no less.	19	1573	01:37:37a
	That doesn't sound like a whole lot of fun.	43	1574	01:37:40a
	It's the last cop's jaw I ever broke,	37	1575	01:37:49a
	I can tell you that.	20	1576	01:37:49b
	Charlie's gonna dig you.	24	1577	01:37:52a
	The Hawaiian guy seems to be okay.	34	1578	01:37:54a
	Everybody's talking all friendly.	33	1579	01:37:57a
	Enjoy your day.	15	1580	01:37:57b
	Thank you.	10	1581	01:37:59a
	Tex checked him out, and now he's riding away.	46	1582	01:38:03a
	If he comes this way, let me know.	34	1583	01:38:08a
	Hey, does George Spahn still own this ranch?	44	1584	01:38:10a
	Yeah, George still owns it.	27	1585	01:38:13a
	Does he still live here?	24	1586	01:38:13b
	Yeah.	05	1587	01:38:16a
	Does he still live right there?	31	1588	01:38:19a
	Yeah.	05	1589	01:38:20a
	Is he here now?	15	1590	01:38:21a
	I guess so.	11	1591	01:38:25a
	So George gave you all permission to be here?	45	1592	01:38:28a
	Course he did.	14	1593	01:38:30a
	And y'all take care of him?	27	1594	01:38:33a
	We take care of George.	23	1595	01:38:35a
	We love George.	15	1596	01:38:38a
	Well, is there anything wrong with me saying hello to an old friend?	68	1597	01:38:42a
	You can't see him right now.	28	1598	01:38:44a
	Why can't I see him right now?	30	1599	01:38:48a
	Because he's napping.	21	1600	01:38:51a
	This is his nap time.	21	1601	01:39:03a
	Well, I think I'll just go see for myself.	42	1602	01:39:07a
	You never know.	15	1603	01:39:09a
	He might have just woke up.	27	1604	01:39:20a
	The old Hawaiian guy's coming this way.	39	1605	01:39:23a
	Okay, y'all, beat it.	21	1606	01:39:25a
	I'll handle this guy.	21	1607	01:39:31a
	Fine.	05	1608	01:40:17a
	You the mama bear?	18	1609	01:40:20a
	Can I help you?	15	1610	01:40:20b
	I hope so.	10	1611	01:40:23a
	I'm an old friend of George's.	30	1612	01:40:23b
	Thought I'd stop and say hello.	31	1613	01:40:26a
	That's very nice of you,	24	1614	01:40:29a
	but you picked the wrong time.	30	1615	01:40:29b
	George is taking a nap right now.	33	1616	01:40:31a
	That is unfortunate.	20	1617	01:40:33a
	Yes, it is.	11	1618	01:40:36a
	What's your name?	17	1619	01:40:36b
	Cliff Booth.	12	1620	01:40:39a
	How do you know George?	23	1621	01:40:40a
	I used to shoot Westerns here at the ranch.	43	1622	01:40:43a
	When was the last time you saw George?	38	1623	01:40:45a
	I'd say about...	16	1624	01:40:49a
	eight years ago.	16	1625	01:40:52a
	I'm sorry.	10	1626	01:40:54a
	I didn't realize the two of you were so close.	46	1627	01:40:56a
	When he wakes up, I'll let him know you came by.	48	1628	01:41:00a
	I'd really like to say a quick hello now while I'm here.	56	1629	01:41:04a
	Came a long ways.	17	1630	01:41:06a
	Don't know when I'll get back this way again.	45	1631	01:41:08a
	I understand, but I'm afraid that's impossible.	47	1632	01:41:12a
	Impossible?	11	1633	01:41:14a
	Why is that impossible?	23	1634	01:41:16a
	Me and George like to watch TV on Sunday night...	49	1635	01:41:18a
	F.B.I.	06	1636	01:41:18b
	and Bonanza.	12	1637	01:41:18c
	but George finds it hard to keep awake,	39	1638	01:41:24a
	so I make him nap so I don't get gypped out of my TV time.	58	1639	01:41:24b
	Ah.	03	1640	01:41:27a
	Well, look, Red, I'm coming in there.	37	1641	01:41:31a
	With my own two eyes,	21	1642	01:41:36a
	I'm gonna get a good look at George.	36	1643	01:41:36b
	And this...	11	1644	01:41:39a
	ain't stopping me.	18	1645	01:41:44a
	Okay.	05	1646	01:41:46a
	Suit yourself.	14	1647	01:43:14a
	He back there?	14	1648	01:43:17a
	Door at the end of the hallway.	31	1649	01:43:20a
	You might have to shake him awake.	34	1650	01:43:22a
	I fucked his brains out this morning.	37	1651	01:43:29a
	He may be tired.	16	1652	01:43:42a
	Mr. Eight Years Ago?	20	1653	01:43:46a
	George is blind,	16	1654	01:44:15a
	so you'll probably have to tell him who you are.	48	1655	01:44:15b
	George, you awake?	18	1656	01:44:36a
	George?	07	1657	01:44:39a
	Jesus.	06	1658	01:44:50a
	Hi, George.	11	1659	01:44:50b
	Wait a minute.	14	1660	01:44:53a
	What's going on?	16	1661	01:44:53b
	Everything's all right.	23	1662	01:44:55a
	I'm sorry to disturb you.	25	1663	01:44:55b
	Who are you?	12	1664	01:44:58a
	It's Cliff Booth.	17	1665	01:45:00a
	Just stopped in to say hello and see how you're doing.	54	1666	01:45:03a
	John Wilkes Booth?	18	1667	01:45:05a
	No, Cliff Booth.	16	1668	01:45:09a
	Who's that?	11	1669	01:45:10a
	I used to shoot Bounty Law here, George.	40	1670	01:45:13a
	I was Rick Dalton's stunt double.	33	1671	01:45:15a
	Who?	04	1672	01:45:15b
	Rick Dalton.	12	1673	01:45:18a
	The Dalton Brothers?	20	1674	01:45:19a
	No, Rick Dalton.	16	1675	01:45:23a
	Who's that?	11	1676	01:45:24a
	He was the star of Bounty Law.	30	1677	01:45:27a
	And who are you?	16	1678	01:45:29a
	I was Rick's stunt double.	26	1679	01:45:31a
	Rick who?	09	1680	01:45:33a
	It don't matter, George.	24	1681	01:45:35a
	We were colleagues from the past,	33	1682	01:45:40a
	and I just wanted to make sure you're doing okay.	49	1683	01:45:40b
	I'm not doing okay.	19	1684	01:45:40c
	What's the matter?	18	1685	01:45:43a
	Can't see shit.	15	1686	01:45:45a
	Would you call that the matter?	31	1687	01:45:46a
	The man can't see shit, okay?	29	1688	01:45:48a
	I know.	07	1689	01:45:48b
	I'm sorry about that.	21	1690	01:45:48c
	I was told.	11	1691	01:45:51a
	Squeaky sent me to bed.	23	1692	01:45:54a
	Would that be the little redhead out front?	43	1693	01:45:59a
	What the fuck is the matter with you?	37	1694	01:46:01a
	First you wake me up,	21	1695	01:46:08a
	and now you're pretending that I didn't tell you I was fucking blind.	69	1696	01:46:08b
	How am I gonna know what the hell color the head of the girl is that's with me all the time?	92	1697	01:46:14a
	Fair enough, George.	20	1698	01:46:19a
	No.	03	1699	01:46:19b
	Jesus Christ.	13	1700	01:46:19c
	Come on, George.	16	1701	01:46:19d
	All right.	10	1702	01:46:22a
	Everyone don't need a stuntman.	31	1703	01:46:32a
	I don't know who you are...	27	1704	01:46:37a
	but you touched me today.	25	1705	01:46:41a
	You came to visit me.	21	1706	01:46:43a
	Now I got to go back to sleep.	30	1707	01:46:48a
	I got to watch F.B.I.	21	1708	01:46:48b
	tonight.	08	1709	01:46:51a
	I watch it with Squeaky.	24	1710	01:46:54a
	She gets all pissed off if I fall asleep.	41	1711	01:46:57a
	What happens when she gets pissed off, George?	46	1712	01:47:01a
	Nothing.	08	1713	01:47:04a
	I just don't like to disappoint her.	36	1714	01:47:11a
	So you gave all these hippies permission to be here?	52	1715	01:47:21a
	Just who the fuck are you?	26	1716	01:47:23a
	I'm Cliff Booth.	16	1717	01:47:25a
	I'm a stuntman.	15	1718	01:47:26a
	We used to work together, George.	33	1719	01:47:29a
	And I just want to make sure you're okay.	41	1720	01:47:32a
	And that all these hippies aren't taking advantage of you.	58	1721	01:47:35a
	Squeaky?	08	1722	01:47:35b
	Yeah.	05	1723	01:47:38a
	She loves me.	13	1724	01:47:43a
	So suck on that.	16	1725	01:47:53a
	You take care, George.	22	1726	01:48:02a
	Goddamn it.	11	1727	01:48:25a
	You embarrassed me.	19	1728	01:48:27a
	Yeah, sorry about that.	23	1729	01:48:32a
	How'd your little talk with George go?	38	1730	01:48:34a
	Are we kidnapping him?	22	1731	01:48:35a
	Not the word I'd use.	21	1732	01:48:37a
	Now you've talked to him,	25	1733	01:48:39a
	you believe everything's all right?	35	1734	01:48:39b
	Not exactly.	12	1735	01:48:41a
	This was a mistake.	19	1736	01:48:41b
	You should leave.	17	1737	01:48:43a
	Way ahead of you.	17	1738	01:48:49a
	George isn't blind.	19	1739	01:48:51a
	You're the blind one.	21	1740	01:49:38a
	You do that?	12	1741	01:49:45a
	You know, that's not my car.	28	1742	01:49:47a
	That's my boss's car.	21	1743	01:49:49a
	And if something were to happen to my boss's car,	49	1744	01:50:11a
	I'd get in trouble.	19	1745	01:50:11b
	Fix it.	07	1746	01:50:13a
	Fuck you.	09	1747	01:50:41a
	Leave him alone.	16	1748	01:50:41b
	He's a flower.	14	1749	01:50:43a
	He's a flower, man.	19	1750	01:50:45a
	He's just a flower.	19	1751	01:50:45b
	He doesn't know better.	23	1752	01:50:48a
	Ladies.	07	1753	01:50:55a
	Come one step closer and I will knock his teeth out.	52	1754	01:51:10a
	Fix it.	07	1755	01:51:12a
	Can I at least get a rag to wipe my face first?	47	1756	01:51:14a
	Nope.	05	1757	01:51:16a
	Tire first.	11	1758	01:51:27a
	Sundance.	09	1759	01:51:27b
	Yeah.	05	1760	01:51:29a
	Get on a horse,	15	1761	01:51:33a
	go get Tex and get his ass down here.	37	1762	01:51:33b
	Okay.	05	1763	01:51:43a
	I love you.	11	1764	01:52:09a
	Tex.	04	1765	01:52:09b
	That Hawaiian guy's back at the ranch kicking Clem's face in.	61	1766	01:52:15a
	Son of a...	11	1767	01:52:17a
	I'll take over for Tex.	23	1768	01:52:19a
	Right this way.	15	1769	01:52:47a
	Hyah.	05	1770	01:52:47b
	Clem, you all right?	20	1771	01:53:33a
	How do?	07	1772	01:53:35a
	What a day.	11	1773	01:53:35b
	Shit, I almost lost my shit.	28	1774	01:54:27a
	You, uh...	10	1775	01:54:28a
	You want to come in and watch my F.B.I.?	40	1776	01:54:30a
	Why, I just figured we would.	29	1777	01:54:30b
	I got a six-pack in the back.	29	1778	01:54:33a
	Thought we'd order a pizza.	27	1779	01:54:34a
	All right.	10	1780	01:54:36a
	Eighteen miles to Pendleton, Willard.	37	1781	01:55:01a
	Any kind of luck,	17	1782	01:55:10a
	we'll be unloaded and back at El Toro before my kids go to bed.	63	1783	01:55:10b
	Hey, bought me an acid-dipped cigarette today.	46	1784	01:55:14a
	Yeah?	05	1785	01:55:16a
	You want to buy a cigarette dipped in acid?	43	1786	01:55:18a
	Yeah.	05	1787	01:55:20a
	If I'm gonna trip, I want to trip here, man.	44	1788	01:55:22a
	Walk in the woods.	18	1789	01:55:22b
	Not in my home.	15	1790	01:55:26a
	Just gonna stash it here.	25	1791	01:55:27a
	Don't smoke it by mistake.	26	1792	01:55:27b
	Yeah.	05	1793	01:55:29a
	You want to smoke some, smoke some.	35	1794	01:55:29b
	Just save me some.	18	1795	01:55:32a
